y1,y2,x1,x2
1,0,-0.3688043261918388,-1.9248153129304555
0,1,0.1583825582791426,0.8901546902865429
1,1,1.4939917293409324,1.3302535901220596
0,1,0.004613352523990928,1.4631293165551416
1,1,1.7198894218943603,-0.1215872384327302
0,1,-0.22081695863547823,-1.0736598789524883
1,0,1.341678533117512,-4.083965359412699
1,0,1.5333916315762968,-1.051616611936486
0,1,1.8713898000490319,2.6829832037237664
0,0,0.36999555719659843,-2.0473312396198877
1,1,1.302484059607834,1.5765352527017982
1,1,0.8988811727222058,0.443175338371714
0,1,-0.5257969259687579,1.2794213256338491
0,1,0.062269279269739526,1.9697493700489845
1,1,1.3494228863850404,0.7811517513030317
0,1,-0.2317932139877603,1.5804758094785232
1,1,0.024654885919490787,0.14476843310866114
0,0,-1.7030962161195469,-4.4555148164934595
0,1,-1.4565627069780411,0.14276445677713887
1,0,0.8440424584752113,-0.8883868710857027
0,0,-0.11116898837253535,-0.09280338279309441
0,1,-4.7526149188416795,1.0729235642703177
1,0,0.9467384124165634,-0.08714467821633923
0,0,-1.8092672759729398,-0.6455053647734218
1,0,-0.38669383250545963,-1.741747782131104
0,1,-2.689278934550615,2.811009390412633
0,1,-1.2778220600829577,-0.4165064434113747
1,0,2.133634925206679,-0.9527214141172566
1,1,3.0898200601506454,0.07634155298750407
0,1,-1.6173441489916527,0.8847755828057964
1,0,1.274154420135645,0.32358204607941865
1,0,1.8281186974357018,-2.40918619461874
1,1,1.5219467660518657,0.8689530712607666
1,1,1.3095368758137742,0.8196201088904125
0,1,-2.548900285370839,1.7686960723725924
0,1,-0.3163926558855163,2.009902712902926
1,0,1.604564123086555,-3.1096763491954684
0,1,-1.5947827543528785,2.759035714108602
0,1,-1.9132699326947293,1.755290695362867
1,0,2.6106388706713965,-1.1360652707415124
0,1,-2.8412957792989437,0.90920520135424
1,0,-0.1891365759203885,-0.7356702905509633
1,0,0.008424524775556518,-2.773955732677253
1,1,0.7684956636716995,2.7333983218643656
1,1,3.0033719279406,4.488603918235406
0,1,-0.44268862545474,0.8404499502338277
0,1,-0.9053786780963078,1.2376109820419305
1,0,2.6888855892470684,-1.6743585882456355
1,1,1.5396765772003052,0.7660503835898896
0,1,0.8501296358808653,-0.6431445131185274
1,0,3.8950434436140013,-0.3406235316188521
1,1,1.3369300559162554,0.9148814195869074
1,0,1.3075203477848754,-1.0377499324203108
0,0,-1.031520696136233,-2.15508958360058
0,0,-1.3381212322309481,-2.6519542036532675
1,1,2.139001801669398,2.8523426977848225
0,1,-0.6989542735333131,2.3971956520912183
0,0,0.10544359016859596,-1.598092506406016
1,0,0.8253775603127472,-1.723547860116773
1,1,0.5476536775944932,3.0377332312337604
1,1,1.6156302206815139,4.0621907184699975
0,0,-0.8630432717430884,-2.9033985880074837
1,0,3.598167588327967,-2.484251147459935
1,0,1.4076672178919896,0.16787471907948226
0,1,-1.24840448473862,1.0088503346488928
0,0,-1.38399523124814,-4.9045695039387365
1,0,0.7256702067140267,-2.217715287537774
1,1,-0.20574779007424104,3.263062887055318
1,1,2.2264716242609426,-0.8187685679417547
1,1,1.6871661730767442,1.8276480050063866
0,1,0.7155048428503668,2.636301291722086
0,1,1.0927852347908944,1.8080700659030422
1,0,-0.676739747452267,-1.4004534531321393
0,1,0.42848425152486236,0.896975532177393
0,1,-5.122193313811766,1.595281270452344
0,1,-0.007289374311107202,0.4955955519511117
0,0,-2.3638601633789986,-1.6268772048306008
0,1,-0.815952439662236,4.096139636772631
0,0,-1.1886601384080746,-2.931522277017548
1,1,0.5676028119878559,4.818559241405287
0,1,-1.7899995159675177,0.6477958918841303
1,1,3.5045088886275617,2.7551132386806607
1,1,1.5610570487701672,0.5501262667873812
0,1,-0.9201001904097236,-0.6379778006762358
1,1,1.752475214768381,3.519435070909103
0,1,-0.28761177423428996,2.986215772002603
0,0,-2.650174492221271,-0.7731276295056142
0,1,-3.054411056084919,1.609561924150356
1,0,0.7518127932725163,-1.2347869720453903
0,1,-2.107835201305905,3.7298331103098357
0,1,-0.09537939619207092,0.49621462491936774
1,1,1.9158133519745786,0.550454231399757
1,1,2.228776314083368,-0.10709651333469423
1,0,-0.41893143092364793,-2.743711903391983
1,1,0.6849723782774447,1.831311088439891
0,0,-2.6369938318832613,-2.288646508028946
0,0,-1.5053400800181165,-2.1547860680281654
0,1,-0.16022412113008794,0.7437978178833079
1,1,1.3693084508594366,2.66240415764902
0,0,-0.3593512859124851,-1.2733800632512866
1,1,0.708759385770884,1.3241828254345256
0,1,-2.4861035893271564,2.244473633643755
0,1,-0.045850888400015284,2.2322487112957448
0,1,-1.855348877674435,-0.612782928932951
1,1,0.91302680709981,1.32556740744862
0,1,0.6918612641664577,1.6117787646316328
0,0,-1.1513600604734389,-3.0634430731192657
1,1,1.037795960422382,0.8308058354830654
1,0,0.4336386957482161,0.2427220007073515
0,1,-1.90240166598178,0.7892367904775311
1,1,-0.16052854946167772,1.3126249454164252
1,1,0.8510083291104693,0.4214171860861816
1,1,1.76570364737769,1.4607170942697079
1,0,2.071085111125461,-4.392769682067031
1,0,1.2241868260423512,-3.206034936564726
0,0,-2.006855960860268,-1.878274173630292
0,1,0.13866698409907918,1.0785574058601615
0,1,0.3427053147863997,2.5454732183224342
0,1,-1.948273619373235,4.33179939792768
0,1,-1.9844103890075586,0.4629491469138741
0,0,-0.6105485661751652,-3.716894668847626
0,1,0.07562881956584627,-0.7594152524653653
1,1,4.478669175223375,0.5180211635087563
1,0,0.21297525820354507,-0.7252874809421794
