label,y1,y2,x1,x2,
3,0.0,2.0,-0.8091034322684776,0.8654101016577028,
3,0.0,2.0,0.4319526733389898,2.132758047863393,
9,2.0,2.0,6.601458874972884,4.004503623539434,
3,0.0,2.0,0.35110237289270474,2.572773216926905,
1,0.0,0.0,-0.5371576546603334,0.1577397401022761,
2,0.0,1.0,-0.16079218858115052,0.2152810880647229,
4,1.0,0.0,0.45209905519428406,-0.3766371608485024,
4,1.0,0.0,-0.14485305537273763,0.3913875460350814,
3,0.0,2.0,-0.7596895210572663,2.114122461386051,
7,2.0,0.0,2.4246505256364137,0.9285583443192378,
7,2.0,0.0,0.9690969795362934,-0.7802166970311486,
7,2.0,0.0,3.617072745199451,-1.4543623370045045,
9,2.0,2.0,4.518611841337625,1.8689804219773696,
9,2.0,2.0,2.3739227010949664,2.688935644518273,
1,0.0,0.0,-0.7036799706021459,-0.924327566131941,
9,2.0,2.0,3.280577674530742,2.4622734532968398,
1,0.0,0.0,-0.9710928893058888,-1.3037101805486238,
7,2.0,0.0,2.7392710864249565,0.6284428605821339,
1,0.0,0.0,-0.2804984258206866,-0.20213006176106263,
6,1.0,2.0,0.03826613310757909,1.919343578861835,
1,0.0,0.0,-0.17508329839342585,0.4274582959904937,
3,0.0,2.0,-3.4302928924794944,3.247564707959343,
4,1.0,0.0,0.7722922021011862,-0.02638860347781624,
8,2.0,1.0,2.711112352144489,1.0330650448922307,
3,0.0,2.0,-1.8710711245699203,1.9349045781733298,
3,0.0,2.0,-0.16305669239982135,2.3146721717713206,
7,2.0,0.0,0.8890000566076924,-0.010128270528482863,
2,0.0,1.0,-1.416691122905482,0.9930098290584288,
3,0.0,2.0,-2.6011210782016385,2.8692110884802786,
3,0.0,2.0,-0.10985664741775625,1.0256187562320254,
3,0.0,2.0,-3.240494685018678,4.917204573817498,
3,0.0,2.0,-1.839884845302668,3.3042306631661664,
7,2.0,0.0,4.708678324092848,0.38216008884206076,
3,0.0,2.0,-0.9797992248444278,3.8277133273897257,
2,0.0,1.0,-1.488991224175356,0.8216858813670891,
3,0.0,2.0,0.6032896148788985,3.6573119081379795,
7,2.0,0.0,5.508989837743294,0.3252937647469917,
9,2.0,2.0,3.878762778497997,2.781157108002346,
3,0.0,2.0,-0.3282956292454886,3.300929720138574,
3,0.0,2.0,0.6382661594727719,1.5937767931234532,
1,0.0,0.0,-0.5527264871793189,-0.07415752699096334,
9,2.0,2.0,2.304290401495133,2.8465141597886587,
9,2.0,2.0,2.4478744662980567,2.073097554714569,
1,0.0,0.0,-1.686605686988853,-0.7544129423370327,
7,2.0,0.0,3.024525519142826,-1.6712393355600401,
8,2.0,1.0,3.1787637217576665,1.4045836058543855,
7,2.0,0.0,1.0210305431930875,0.6341816031521204,
7,2.0,0.0,2.7165071962314835,-0.5709262635462113,
2,0.0,1.0,0.3152123836488775,0.971751354249866,
1,0.0,0.0,-1.9250159068398145,-2.0001010972771045,
1,0.0,0.0,-1.1409946995217433,-2.616721408065531,
1,0.0,0.0,-3.693596209056577,0.04229940491999906,
3,0.0,2.0,0.9544182814733183,2.516937516171944,
3,0.0,2.0,-0.29164848727559445,1.3858770668571627,
3,0.0,2.0,-1.4138768962599477,2.19990274455768,
3,0.0,2.0,0.25724688098300563,4.598046258502185,
9,2.0,2.0,4.392415095063587,2.868052038182136,
6,1.0,2.0,1.0253357347646193,1.9407908992109273,
3,0.0,2.0,-0.8490106980009595,2.1661880405349807,
7,2.0,0.0,3.6527569036738448,-1.4377370807405367,
