y1,y2,x1,x2
1,1,0.22310513660156656,-0.37738818319424355
1,0,1.2259396257377244,-1.1088634500169363
0,1,-0.3979525467318829,0.755215541875497
0,1,-0.6565477917699256,-0.1377652141507113
0,1,-0.7598258019436293,0.049984155444291745
1,1,0.04392569448818418,0.026571974442831135
1,1,0.9605353531027622,0.9494384532693314
1,0,0.11108927504600836,-0.27609548890763885
1,0,1.3626017773389678,-2.079372269547741
0,1,-0.41483088290874925,2.0615021873126134
1,0,-0.010873883487108273,-1.147424613036604
0,0,-0.9032320719653426,-0.28888394189331534
0,0,-0.5005773588120052,-0.45503607541403734
0,1,-0.363245988894972,1.8241814572361041
0,1,-0.04429364483704554,1.2143356969416628
1,1,0.7361218896562901,0.14065340464750412
1,1,1.2973588951340072,0.6156394696379601
0,1,0.7692140039539943,-0.011806593850926706
0,1,-0.335266681950302,1.4075972656547153
1,1,1.4527702305848884,1.2308991738956814
0,1,-0.8509923158547502,0.3856717125451052
1,0,-0.43900128322492815,-2.1861492096209685
1,0,0.39660518294476393,-0.18797863576570872
1,0,2.3200064642031184,-1.322534848429126
0,1,-1.3716083585205041,0.6711197989239116
1,1,1.4799222246002912,2.6318804241383793
0,1,-0.8780205969726396,0.4311214714739541
0,1,-0.5976534965725616,0.7822342378279412
0,1,-1.095183365135417,0.32250881115211016
1,0,0.9482089867542478,-1.2046822241608173
0,1,-0.31931535667701433,0.49637999845609004
0,1,-0.9862440693390675,0.1532756332706787
1,0,1.463852209483473,0.1151338265306521
1,0,0.655725385949478,-0.3378110937446765
0,1,-0.29653413027880576,0.6753979318570779
0,1,-1.628111738420666,1.288279510390648
0,1,0.6886469498429041,1.1487884841072045
0,1,0.5078492458785582,-0.06925379868654061
1,0,-0.23923457108918372,-1.214369354301706
1,1,0.4590833070079384,2.829048177862698
1,1,1.8625238371559418,1.5681628942874628
1,0,-0.6635737183027695,-0.9105676624796929
0,0,-0.9225345705232587,-1.2513053258509295
1,0,2.2347772921965112,-0.5988725742693497
0,0,-0.7873231649566261,-0.2690417572132347
0,1,0.16348852000999048,-0.09382990567870188
0,1,-0.3835312293353681,0.5826615151767917
1,1,0.48059937349704474,0.675214003734832
1,0,-0.4292987573779122,0.08107951159830643
1,0,0.360723567161184,-1.2558459386112355
0,1,0.07951935512504092,0.7213519141968628
0,1,-0.3103421571656902,1.2817124447266928
0,1,-0.6069343506083986,1.973208332229744
1,0,-0.00233624237534724,-0.9740037350149736
0,0,-1.3356461417900451,-1.0011998485776916
1,0,-0.35950167706077296,-0.32545848840612435
0,1,-1.708344168661325,-0.32359637730552115
0,1,-0.2015329052341174,0.7747623299486699
0,1,-0.4735524349281935,2.738558836300419
0,1,-3.3451892117650557,0.8560562597457528
0,1,-0.8606582409970124,0.4800241701024072
1,0,0.2840938822709889,-2.0983898728008956
1,1,-0.19386108260385487,0.7565017977314912
0,0,-0.5570232221240539,-0.24553884483367153
1,1,0.7376603980625338,0.37112038642727724
0,1,-1.4949538930385284,0.2033528764548983
1,1,0.40007899403260505,2.968171184435876
0,1,-0.42673341665063125,0.9656120441356173
0,1,-1.7076608988244064,0.7502405984292447
0,1,-1.697928113562392,0.7034241504541647
0,1,0.20894532021476667,-0.04429669715479434
1,0,2.426186153050789,-1.583505417670567
0,0,-0.7000923776098288,-1.1131793979654863
1,0,0.9418968411700032,-0.1500484719376213
0,1,0.2771765978379092,0.24429924792147942
0,1,-0.9572762771112892,-0.05115572541673564
1,0,0.5322639700071391,-0.39804296288172963
0,0,-2.385972763638007,-1.6838531253794644
1,0,0.8028808452084313,-0.6851149943713442
1,1,0.6516774160874848,0.3835751793621476
0,1,0.568155800374788,-0.5423899114943753
0,1,-0.973583799469265,1.8130699747055659
1,0,1.0177528257040411,0.44585923502759606
1,0,0.6229040700119488,-0.6064124865600307
1,0,1.154860888769811,-0.017806452050463665
0,1,-0.7917799772669876,-0.3542880753747736
1,0,0.40380994251664676,-0.8245018987453282
0,0,-0.612511019608421,-0.6820427428406628
0,1,-0.08524603540568136,0.11918128442625303
0,1,-1.1466214121385374,0.7389364083437059
0,0,-2.7965571666938773,-1.589413108633045
1,1,0.6369178564438378,0.3732871454210104
0,1,-0.17510537202497084,1.924841036036216
1,1,0.33764648783580925,1.6697228413218512
0,0,-0.733644288245397,-1.5021884508497894
1,0,0.33034743336922096,-1.5247626933970349
0,1,0.3233359278352506,0.5556151200458407
0,1,-0.8762627476698818,1.3976624534662574
0,1,-0.16322498813795486,1.3672583386694572
0,1,-0.9108478664560263,-0.0750556517140123
0,1,-1.0517274685562508,0.6819462802057171
0,1,-0.042925701475462305,0.9073651114895951
0,1,-1.2486941906670097,0.7714315996861708
1,1,2.4815968041161383,1.0324519945885962
1,0,1.7883296082150006,0.14949802395797807
0,1,0.1515166085937151,0.47024482228488984
0,1,-0.586592732614404,1.0404640876974371
1,1,0.3178467661879256,1.4998537349426873
1,1,1.953575510556824,0.9485878013118036
0,1,-0.7590416822279953,1.6650566487938934
0,0,-1.2373901955377793,-1.2351115650525317
1,0,1.392524476746629,-1.6642502147177298
0,0,-2.9967276252611637,-0.7942161631521044
1,0,-0.1349711603676652,-0.8177953934543462
1,1,2.3491008521996957,-0.07428266587803992
1,0,-0.45990193009997143,-0.8384048095489692
1,1,1.5069556565692201,0.173303268250279
1,1,1.4117039885890301,0.7871105959399204
0,1,-0.5408412227140375,0.08869164989331779
0,0,-0.17757039888355008,-1.0243248888416603
0,0,-0.1926479148909526,-1.646101768043299
0,1,-0.6270724900688496,-0.003011656250264532
1,0,-0.3426737879992514,-1.115573525216165
0,1,0.6900534337801784,1.469723585245334
1,1,1.6716378026280125,1.543990915045904
0,0,-1.8948288886124791,-1.1655781300334191
0,1,-1.206082546716453,-0.30090288517548813
1,0,0.06438961242977688,-1.059016569308144
0,1,-1.2164680285865759,0.6199160286827525
0,1,-0.7004905262678619,0.09926756753177274
1,1,0.368166254934448,1.3726855690939332
1,1,1.3979827961972264,0.5417629455682818
0,1,-1.2982492293110548,-0.4248176290056103
0,0,-1.6339979018492836,-0.9547035836536444
1,0,0.8568453821092893,-0.0007735124269166719
1,1,2.814587284467446,1.3037086229758788
1,1,1.1037713679690506,1.2125966164415598
0,0,0.35195023715119605,-1.2188576968546052
1,0,1.7829312591412745,0.75710339048144
1,0,1.1826261856938176,0.3785906026801409
0,0,0.43320354973620473,-1.733304616603074
1,0,0.12775407903450706,-1.0226428158277383
1,0,0.9537374130541334,-1.0910900893880595
1,1,0.4544311502930829,0.4474048816320381
0,1,-0.7481304873029573,-0.11024480290860146
0,1,0.7952660322452707,0.8025940512634879
0,1,0.05323641805878691,1.2498785784396025
0,1,-0.6821328652164828,0.17378485184210954
0,1,-0.9053804362716344,-0.27831339680123696
1,1,0.5846312351786842,0.1667517885021359
0,0,-0.1732082366573654,-2.0446478007961923
1,0,1.6686632063032643,-1.1307793494310825
1,0,1.1090432513239665,-0.6363201682078923
0,0,-0.7974008474369995,-0.36331444838725047
0,1,-0.8131282955653565,0.6023143860494553
1,1,1.5673312213772737,-0.48380975427370376
0,1,0.13661313945736328,0.5755804638977333
1,0,-0.05948721992649968,-1.0014182626271761
0,0,-0.35949548493156264,-0.06879588028052917
1,0,-0.284817663179479,-0.5273759819869517
0,0,-1.1306181855536175,-1.434557727862019
1,1,1.1690447207019887,-0.47152574466254227
1,0,0.45874103623984913,-1.096682222638961
1,0,0.9243078080360676,-0.7090289071611444
1,0,-0.10410092088733729,0.374785203477725
1,0,-0.714711324231228,-0.23433851043877355
0,1,0.27398426638672313,0.29034326710376007
1,0,0.6107812378686308,-1.0692228631790706
1,1,1.6335770522113235,0.9558789647722339
0,1,-0.924554723254327,-0.8917074519380309
1,0,1.3678887640461261,0.5540676282984962
0,1,0.005926527536855121,-0.6051510214954454
0,1,0.1304179907499611,1.318960665449509
1,1,1.7614712167030926,0.8264979549953543
1,0,0.18007835059500912,-0.06202139994874803
0,1,0.4655346830111233,2.2271268895131597
1,1,1.0383588014059841,-0.1922241049803735
1,1,0.6910701083878985,0.5157642937725023
0,1,-1.37695768315677,-1.1544961078200282
1,0,0.06159287748214094,-0.7701913956788797
0,0,-1.4109128727793345,-0.7878354030414106
1,1,1.2357795135232943,1.103293903384686
1,1,1.1936726780517912,1.3857823522908865
0,1,-0.13914008405379938,1.2862620248897834
1,0,1.923501751905089,-0.1908979235253235
0,1,0.27121567266599417,0.600351078853515
0,1,0.18936584480774582,0.9423503480643896
0,0,-1.3973927647807278,-1.9113142086047017
1,0,-0.26426704528899203,-0.15815063235289228
0,1,-2.038360186105119,0.05491872753703297
1,0,-0.31431379415452326,-0.8504785535362169
1,0,0.3519632488986835,-0.4718042993582058
